0	0
1	0
2	2
3	1
4	2
5	1
6	3
7	7
8	11
9	27
10	66
11	171
12	445
13	1073
14	2845
15	6159
16	1016421
17	5842
18	3940
19	2877
20	2397
21	2339
22	2393
23	2438
24	2508
25	2158
26	1963
27	1776
28	1704
29	1741
30	1869
31	1994
32	2019
33	1830
34	1710
35	1625
36	1566
37	1528
38	1521
39	1564
40	1555
41	1498
42	1371
43	1300
44	1232
45	1275
46	1265
47	1291
48	1271
49	1236
50	1181
51	1158
52	1130
53	1118
54	1144
55	1176
56	1092
57	1111
58	1008
59	955
60	1044
61	963
62	947
63	974
64	989
65	970
66	959
67	943
68	908
69	918
70	857
71	960
72	934
73	958
74	899
75	859
76	862
77	881
78	852
79	858
80	850
81	896
82	913
83	814
84	810
85	929
86	845
87	887
88	875
89	871
90	924
91	914
92	864
93	932
94	871
95	907
96	1013
97	937
98	992
99	906
100	1006
101	976
102	1044
103	1025
104	1063
105	1043
106	1028
107	1018
108	1083
109	1063
110	1055
111	1135
112	1028
113	1057
114	1126
115	1063
116	984
117	1105
118	1119
119	1096
120	1032
121	1064
122	1066
123	1085
124	1047
125	984
126	1072
127	975
128	1001
129	1019
130	968
131	1002
132	952
133	886
134	895
135	900
136	816
137	849
138	783
139	794
140	713
141	704
142	685
143	679
144	634
145	639
146	610
147	613
148	628
149	515
150	577
151	507
152	512
153	489
154	480
155	475
156	420
157	455
158	424
159	419
160	381
161	367
162	398
163	373
164	390
165	364
166	361
167	348
168	342
169	346
170	355
171	300
172	311
173	293
174	295
175	306
176	293
177	296
178	305
179	248
180	281
181	275
182	244
183	274
184	258
185	254
186	276
187	240
188	244
189	228
190	271
191	213
192	223
193	254
194	219
195	232
196	246
197	228
198	215
199	224
200	229
201	217
202	201
203	207
204	214
205	184
206	218
207	189
208	188
209	187
210	163
211	175
212	187
213	170
214	183
215	154
216	164
217	167
218	146
219	179
220	173
221	151
222	155
223	161
224	137
225	173
226	152
227	158
228	150
229	164
230	151
231	153
232	157
233	120
234	156
235	138
236	142
237	156
238	163
239	133
240	150
241	163
242	147
243	153
244	159
245	179
246	215
247	304
248	259
249	525
250	881
251	2539
252	3287
253	4777
254	4777
255	1076
