0	0
1	0
2	0
3	0
4	1
5	1
6	3
7	2
8	9
9	24
10	68
11	195
12	492
13	1387
14	3994
15	10202
16	951918
17	9166
18	5635
19	3712
20	3081
21	2842
22	2798
23	3070
24	2785
25	2490
26	2150
27	1911
28	1804
29	1800
30	1933
31	2107
32	2120
33	2017
34	1848
35	1701
36	1597
37	1652
38	1632
39	1659
40	1669
41	1544
42	1528
43	1443
44	1403
45	1439
46	1403
47	1441
48	1448
49	1541
50	1406
51	1417
52	1420
53	1348
54	1308
55	1361
56	1318
57	1283
58	1236
59	1225
60	1226
61	1219
62	1242
63	1216
64	1272
65	1212
66	1243
67	1197
68	1195
69	1155
70	1117
71	1158
72	1182
73	1149
74	1178
75	1079
76	1021
77	990
78	1082
79	979
80	1030
81	1034
82	943
83	969
84	917
85	965
86	942
87	935
88	952
89	918
90	946
91	929
92	902
93	896
94	843
95	893
96	920
97	859
98	873
99	859
100	836
101	825
102	813
103	824
104	770
105	803
106	814
107	824
108	817
109	835
110	807
111	801
112	807
113	862
114	837
115	837
116	863
117	797
118	819
119	770
120	781
121	754
122	817
123	808
124	857
125	813
126	868
127	855
128	888
129	851
130	842
131	837
132	824
133	806
134	872
135	827
136	870
137	808
138	843
139	868
140	825
141	814
142	837
143	918
144	892
145	906
146	927
147	869
148	910
149	941
150	943
151	897
152	910
153	876
154	892
155	909
156	944
157	904
158	936
159	952
160	974
161	981
162	951
163	974
164	963
165	956
166	989
167	986
168	968
169	939
170	881
171	944
172	966
173	932
174	888
175	886
176	908
177	896
178	907
179	827
180	869
181	796
182	819
183	815
184	765
185	796
186	776
187	821
188	725
189	718
190	762
191	723
192	704
193	682
194	649
195	617
196	679
197	623
198	631
199	602
200	583
201	554
202	529
203	535
204	522
205	523
206	544
207	484
208	518
209	443
210	477
211	461
212	444
213	412
214	417
215	431
216	396
217	379
218	370
219	410
220	358
221	398
222	353
223	349
224	323
225	311
226	305
227	332
228	308
229	273
230	266
231	301
232	291
233	245
234	254
235	282
236	281
237	257
238	260
239	250
240	260
241	244
242	250
243	261
244	313
245	336
246	338
247	397
248	498
249	786
250	1195
251	2844
252	4957
253	7622
254	7049
255	2057
