0	0
1	0
2	0
3	0
4	0
5	3
6	6
7	7
8	17
9	57
10	171
11	464
12	1438
13	4013
14	10601
15	25292
16	551761
17	24460
18	16978
19	12372
20	11078
21	10959
22	11742
23	12829
24	12547
25	11385
26	9895
27	8803
28	8200
29	8387
30	9194
31	9309
32	9436
33	8831
34	7920
35	7160
36	6607
37	6240
38	6289
39	6446
40	6308
41	6081
42	5503
43	5192
44	5021
45	4976
46	5056
47	5105
48	5041
49	4762
50	4700
51	4494
52	4176
53	4048
54	3952
55	3877
56	3857
57	3727
58	3501
59	3374
60	3184
61	3080
62	3154
63	3153
64	2962
65	2917
66	2737
67	2647
68	2526
69	2511
70	2430
71	2545
72	2444
73	2363
74	2285
75	2207
76	2062
77	1986
78	1938
79	1931
80	1933
81	1837
82	1733
83	1701
84	1696
85	1701
86	1655
87	1509
88	1601
89	1569
90	1512
91	1411
92	1443
93	1398
94	1425
95	1288
96	1308
97	1279
98	1198
99	1203
100	1176
101	1161
102	1130
103	1171
104	1197
105	1160
106	1069
107	1062
108	1104
109	1103
110	1074
111	1089
112	1117
113	1123
114	1039
115	1083
116	1115
117	1094
118	1138
119	1178
120	1141
121	1120
122	1120
123	1139
124	1152
125	1190
126	1131
127	1137
128	1225
129	1190
130	1236
131	1133
132	1082
133	1135
134	1153
135	1130
136	1113
137	1127
138	1073
139	1107
140	1078
141	1158
142	1090
143	1096
144	1128
145	1137
146	1095
147	1036
148	1141
149	1104
150	1067
151	1147
152	1086
153	1078
154	1049
155	1015
156	1004
157	1008
158	991
159	965
160	1010
161	996
162	996
163	985
164	1013
165	1007
166	982
167	979
168	963
169	924
170	925
171	956
172	856
173	912
174	873
175	907
176	878
177	826
178	868
179	835
180	796
181	791
182	824
183	831
184	817
185	824
186	824
187	814
188	810
189	810
190	749
191	811
192	817
193	815
194	798
195	730
196	710
197	788
198	707
199	739
200	708
201	752
202	720
203	746
204	720
205	696
206	694
207	693
208	692
209	675
210	689
211	720
212	682
213	729
214	705
215	679
216	678
217	705
218	645
219	691
220	642
221	706
222	722
223	718
224	658
225	694
226	696
227	701
228	681
229	706
230	681
231	753
232	696
233	663
234	751
235	732
236	731
237	730
238	761
239	792
240	863
241	841
242	880
243	966
244	1016
245	1113
246	1293
247	1476
248	1724
249	2383
250	3186
251	4836
252	7551
253	20439
254	32973
255	12731
