0	0
1	0
2	0
3	1
4	3
5	3
6	3
7	8
8	19
9	35
10	93
11	169
12	454
13	1131
14	2698
15	5715
16	1044245
17	5721
18	3754
19	2694
20	2312
21	2177
22	2324
23	2408
24	2322
25	2089
26	1935
27	1648
28	1559
29	1547
30	1652
31	1680
32	1649
33	1576
34	1455
35	1426
36	1338
37	1224
38	1192
39	1201
40	1266
41	1240
42	1154
43	1108
44	1100
45	1072
46	1075
47	1028
48	1077
49	1069
50	1028
51	963
52	999
53	959
54	999
55	1002
56	989
57	969
58	945
59	887
60	984
61	892
62	943
63	1008
64	1003
65	936
66	982
67	917
68	974
69	1016
70	960
71	964
72	972
73	1004
74	975
75	1046
76	1028
77	1001
78	1025
79	1023
80	1043
81	1089
82	1025
83	988
84	1042
85	1074
86	1053
87	1070
88	1089
89	1103
90	1012
91	1091
92	1071
93	1008
94	955
95	1043
96	1026
97	950
98	1012
99	988
100	977
101	960
102	942
103	928
104	919
105	882
106	949
107	876
108	866
109	828
110	865
111	805
112	828
113	828
114	767
115	747
116	781
117	738
118	704
119	702
120	708
121	708
122	680
123	653
124	653
125	627
126	652
127	630
128	614
129	560
130	576
131	551
132	530
133	516
134	465
135	474
136	453
137	433
138	469
139	398
140	409
141	407
142	391
143	365
144	369
145	353
146	361
147	320
148	299
149	310
150	289
151	326
152	294
153	306
154	274
155	282
156	294
157	268
158	262
159	283
160	283
161	251
162	262
163	216
164	241
165	245
166	198
167	238
168	243
169	249
170	223
171	216
172	218
173	211
174	169
175	201
176	210
177	183
178	197
179	218
180	178
181	189
182	182
183	169
184	207
185	177
186	164
187	206
188	192
189	182
190	165
191	184
192	172
193	167
194	177
195	150
196	154
197	155
198	122
199	145
200	147
201	129
202	143
203	141
204	155
205	144
206	120
207	151
208	167
209	150
210	142
211	133
212	143
213	130
214	115
215	134
216	141
217	133
218	133
219	136
220	155
221	118
222	143
223	138
224	121
225	129
226	117
227	119
228	124
229	109
230	118
231	111
232	124
233	118
234	128
235	111
236	142
237	122
238	122
239	107
240	142
241	130
242	133
243	165
244	208
245	179
246	241
247	316
248	351
249	608
250	1106
251	2436
252	2819
253	4378
254	4058
255	880
