0	1090165
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	5
15	3
16	56
17	4
18	3
19	4
20	1
21	0
22	1
23	1
24	0
25	0
26	0
27	0
28	2
29	1
30	0
31	0
32	0
33	0
34	3
35	0
36	0
37	0
38	1
39	0
40	3
41	5
42	3
43	1
44	13
45	402
46	1158
47	1287
48	1271
49	1233
50	1179
51	1158
52	1128
53	1117
54	1142
55	1175
56	1092
57	1110
58	1008
59	955
60	1044
61	962
62	947
63	974
64	989
65	970
66	958
67	943
68	908
69	918
70	857
71	960
72	934
73	957
74	899
75	859
76	862
77	881
78	852
79	858
80	850
81	896
82	913
83	814
84	810
85	929
86	845
87	887
88	875
89	871
90	923
91	914
92	864
93	932
94	871
95	906
96	1013
97	937
98	992
99	906
100	1006
101	976
102	1044
103	1025
104	1063
105	1042
106	1028
107	1018
108	1083
109	1063
110	1054
111	1133
112	1028
113	1057
114	1126
115	1062
116	982
117	1105
118	1118
119	1096
120	1032
121	1064
122	1065
123	1085
124	1047
125	984
126	1072
127	975
128	999
129	1019
130	968
131	1002
132	952
133	884
134	895
135	899
136	815
137	849
138	783
139	794
140	713
141	704
142	683
143	677
144	634
145	639
146	610
147	611
148	626
149	515
150	576
151	507
152	511
153	486
154	479
155	474
156	420
157	453
158	422
159	418
160	380
161	367
162	397
163	371
164	390
165	364
166	360
167	348
168	339
169	346
170	354
171	299
172	308
173	292
174	294
175	305
176	292
177	294
178	300
179	246
180	281
181	270
182	242
183	274
184	258
185	252
186	272
187	239
188	241
189	227
190	269
191	210
192	219
193	254
194	214
195	228
196	244
197	225
198	212
199	223
200	228
201	216
202	198
203	201
204	213
205	180
206	216
207	188
208	187
209	185
210	161
211	172
212	187
213	168
214	175
215	152
216	164
217	165
218	142
219	177
220	171
221	149
222	149
223	157
224	133
225	172
226	147
227	152
228	147
229	162
230	147
231	151
232	149
233	117
234	151
235	133
236	136
237	147
238	154
239	129
240	146
241	156
242	144
243	148
244	150
245	163
246	165
247	221
248	185
249	325
250	542
251	1939
252	2684
253	3988
254	4151
255	945
